# Sembol Önekleri ve Piyasa Türleri:
# 
# === ANA PIYASALAR ===
# IMKBH': IMKB HISSE - Borsa İstanbul Hisse Senetleri
# IMKBX': IMKB ENDEKS - Borsa İstanbul Endeksleri
# 
# === TÜREV ÜRÜNLER ===
# VIP'O_: VADELI ISLEM VE OPSIYON - Opsiyon Sözleşmeleri
# VIP'TM_: VADELI ISLEM VE OPSIYON - Vadeli İşlem Sözleşmeleri (TürkMen)
# VIP'VIP: VADELI ISLEM VE OPSIYON - VIP Vadeli İşlem Sözleşmeleri
# 
# === ULUSLARARASI PIYASALAR ===
# WBOND': DUNYA BONOLARI - Dünya Tahvil ve Forward Kurları
# WINX': DUNYA ENDEKSLERI - Dünya Borsası Endeksleri (DAX, FTSE, etc.)
# EUREX': EUREX - Avrupa Türev Borsası
# 
# === DİĞER PIYASALAR ===
# FX': FX - Döviz Paritesi
# CRP': KRIPTO PARA - Kripto Para Birimleri
# BNKGS': BANKA GISE KURLARI - Banka Gişe Kurları
# KIYM': KIYMETLI MADENLER - Altın, Gümüş, Platin vb.
# NFT': NFT - Non Fungible Token
# 
# === BANKACILIK VE FAİZ ===
# LIBOR': LIBOR - Londra Bankalararası Faiz Oranları
# INTUSD': INTERBANK - Bankalararası Dolar Piyasası
# OVERN': INTERBANK OVERNIGHT - Gecelik Faiz Oranları
# TCMBK': TCMB KURLAR - Merkez Bankası Kurları
# DOVIZ': DOVIZ BUROLARI - Döviz Büro Kurları
# 
# === ÇEŞİTLİ ===
# DFN': CESITLI PIYASALAR - Çeşitli Finansal Araçlar
# SERPIY': SERBEST PIYASA - Serbest Piyasa İşlemleri
# FUTGCK': GECIKMELI VADELILER - Gecikmeli Vadeli İşlemler
# THVX': TAHVIL - Tahvil İşlemleri
#
symbol,market_type,isin_code,company_name,sector_code,group_code,market_code
CRP'LQTYUSDT_ICR,KRIPTO PARA,,LQTYUSDT - ICRYPEX,,,USDT
CRP'LRCTRY_ICR,KRIPTO PARA,,LRCTRY - ICRYPEX,,,TRY
CRP'LRCUSDT_ICR,KRIPTO PARA,,LRCUSDT - ICRYPEX,,,USDT
CRP'LTCEUR_BNC,KRIPTO PARA,,LTCEUR - BINANCE,,,EUR
CRP'LTCTRY_ICR,KRIPTO PARA,,LTCTRY - ICRYPEX,,,TRY
CRP'LTCUSDT_BNC,KRIPTO PARA,,LTCUSDT - BINANCE,,,USDT
CRP'LTCUSDT_FBNC,KRIPTO PARA,,LTCUSDT_COIN_PERPETUAL,,,USDT
CRP'LTCUSDT_ICR,KRIPTO PARA,,LTCUSDT - ICRYPEX,,,USDT
CRP'MANATRY_ICR,KRIPTO PARA,,MANATRY - ICRYPEX,,,TRY
CRP'MANAUSDT_ICR,KRIPTO PARA,,MANAUSDT - ICRYPEX,,,USDT
CRP'MASKTRY_ICR,KRIPTO PARA,,MASKTRY - ICRYPEX,,,TRY
CRP'MASKUSDT_ICR,KRIPTO PARA,,MASKUSDT - ICRYPEX,,,USDT
CRP'MATICTRY_ICR,KRIPTO PARA,,MATICTRY - ICRYPEX,,,TRY
CRP'MATICUSDT_ICR,KRIPTO PARA,,MATICUSDT - ICRYPEX,,,USDT
CRP'MBOXUSDT_ICR,KRIPTO PARA,,MBOXUSDT - ICRYPEX,,,USDT
CRP'MEMEUSDT_ICR,KRIPTO PARA,,MEMEUSDT - ICRYPEX,,,USDT
CRP'MKRTRY_ICR,KRIPTO PARA,,MKRTRY - ICRYPEX,,,TRY
CRP'MKRUSDT_ICR,KRIPTO PARA,,MKRUSDT - ICRYPEX,,,USDT
CRP'NEARTRY_ICR,KRIPTO PARA,,NEARTRY - ICRYPEX,,,TRY
CRP'NEARUSDT_ICR,KRIPTO PARA,,NEARUSDT - ICRYPEX,,,USDT
CRP'OCEANTRY_ICR,KRIPTO PARA,,OCEANTRY - ICRYPEX,,,TRY
CRP'OCEANUSDT_ICR,KRIPTO PARA,,OCEANUSDT - ICRYPEX,,,USDT
CRP'OILXUSDT_ICR,KRIPTO PARA,,OILXUSDT - ICRYPEX,,,USDT
CRP'OMGTRY_ICR,KRIPTO PARA,,OMGTRY - ICRYPEX,,,TRY
CRP'OMGUSDT_ICR,KRIPTO PARA,,OMGUSDT - ICRYPEX,,,USDT
CRP'OMICPX_ICR,KRIPTO PARA,,OMICPX - ICRYPEX,,,ICPX
CRP'ONDOICPX_ICR,KRIPTO PARA,,ONDOICPX - ICRYPEX,,,ICPX
CRP'ONTUSDT_FBNC,KRIPTO PARA,,ONTUSDT_COIN_PERPETUAL,,,USDT
CRP'OVRTRY_ICR,KRIPTO PARA,,OVRTRY - ICRYPEX,,,TRY
CRP'OVRUSDT_ICR,KRIPTO PARA,,OVRUSDT - ICRYPEX,,,USDT
CRP'PENDLEICPX_ICR,KRIPTO PARA,,PENDLEICPX - ICRYPEX,,,ICPX
CRP'PEPETRY_ICR,KRIPTO PARA,,PEPETRY - ICRYPEX,,,TRY
CRP'PEPEUSDT_ICR,KRIPTO PARA,,PEPEUSDT - ICRYPEX,,,USDT
CRP'PIXELICPX_ICR,KRIPTO PARA,,PIXELICPX - ICRYPEX,,,ICPX
CRP'PLANETUSDT_ICR,KRIPTO PARA,,PLANETUSDT - ICRYPEX,,,USDT
CRP'PNGTRY_ICR,KRIPTO PARA,,PNGTRY - ICRYPEX,,,TRY
CRP'PNGUSDT_ICR,KRIPTO PARA,,PNGUSDT - ICRYPEX,,,USDT
CRP'PORTALICPX_ICR,KRIPTO PARA,,PORTALICPX - ICRYPEX,,,ICPX
CRP'PSGTRY_ICR,KRIPTO PARA,,PSGTRY - ICRYPEX,,,TRY
CRP'PSGUSDT_ICR,KRIPTO PARA,,PSGUSDT - ICRYPEX,,,USDT
CRP'PYUSDUSDT_ICR,KRIPTO PARA,,PYUSDUSDT - ICRYPEX,,,USDT
CRP'QNTTRY_ICR,KRIPTO PARA,,QNTTRY - ICRYPEX,,,TRY
CRP'QNTUSDT_ICR,KRIPTO PARA,,QNTUSDT - ICRYPEX,,,USDT
CRP'RACATRY_ICR,KRIPTO PARA,,RACATRY - ICRYPEX,,,TRY
CRP'RACAUSDT_ICR,KRIPTO PARA,,RACAUSDT - ICRYPEX,,,USDT
CRP'RDNTTRY_ICR,KRIPTO PARA,,RDNTTRY - ICRYPEX,,,TRY
CRP'RDNTUSDT_ICR,KRIPTO PARA,,RDNTUSDT - ICRYPEX,,,USDT
CRP'REEFTRY_ICR,KRIPTO PARA,,REEFTRY - ICRYPEX,,,TRY
CRP'REEFUSDT_ICR,KRIPTO PARA,,REEFUSDT - ICRYPEX,,,USDT
CRP'RENDERUSDT_ICR,KRIPTO PARA,,RENDERUSDT - ICRYPEX,,,USDT
CRP'REZICPX_ICR,KRIPTO PARA,,REZICPX - ICRYPEX,,,ICPX
CRP'RNDRTRY_ICR,KRIPTO PARA,,RNDRTRY - ICRYPEX,,,TRY
CRP'RNDRUSDT_ICR,KRIPTO PARA,,RNDRUSDT - ICRYPEX,,,USDT
CRP'RPLUSDT_ICR,KRIPTO PARA,,RPLUSDT - ICRYPEX,,,USDT
CRP'SANDTRY_ICR,KRIPTO PARA,,SANDTRY - ICRYPEX,,,TRY
CRP'SANDUSDT_ICR,KRIPTO PARA,,SANDUSDT - ICRYPEX,,,USDT
CRP'SAUBERICPX_ICR,KRIPTO PARA,,SAUBERICPX - ICRYPEX,,,ICPX
CRP'SAUBERTRY_ICR,KRIPTO PARA,,SAUBERTRY - ICRYPEX,,,TRY
CRP'SAUBERUSDT_ICR,KRIPTO PARA,,SAUBERUSDT - ICRYPEX,,,USDT
CRP'SFUNDUSDT_ICR,KRIPTO PARA,,SFUNDUSDT - ICRYPEX,,,USDT
CRP'SHIBTRY_ICR,KRIPTO PARA,,SHIBTRY - ICRYPEX,,,TRY
CRP'SHIBUSDT_BNC,KRIPTO PARA,,SHIBUSDT - BINANCE,,,USDT
CRP'SHIBUSDT_ICR,KRIPTO PARA,,SHIBUSDT - ICRYPEX,,,USDT
CRP'SKLICPX_ICR,KRIPTO PARA,,SKLICPX - ICRYPEX,,,ICPX
CRP'SNTUSDT_ICR,KRIPTO PARA,,SNTUSDT - ICRYPEX,,,USDT
CRP'SNXTRY_ICR,KRIPTO PARA,,SNXTRY - ICRYPEX,,,TRY
CRP'SNXUSDT_ICR,KRIPTO PARA,,SNXUSDT - ICRYPEX,,,USDT
CRP'SOLTRY_ICR,KRIPTO PARA,,SOLTRY - ICRYPEX,,,TRY
CRP'SOLUSDT_BNC,KRIPTO PARA,,SOLUSDT - BINANCE,,,USDT
CRP'SOLUSDT_FBNC,KRIPTO PARA,,SOLUSDT_COIN_PERPETUAL,,,USDT
CRP'SOLUSDT_ICR,KRIPTO PARA,,SOLUSDT - ICRYPEX,,,USDT
CRP'SPELLTRY_ICR,KRIPTO PARA,,SPELLTRY - ICRYPEX,,,TRY
CRP'SPELLUSDT_ICR,KRIPTO PARA,,SPELLUSDT - ICRYPEX,,,USDT
CRP'SRMTRY_ICR,KRIPTO PARA,,SRMTRY - ICRYPEX,,,TRY
CRP'SRMUSDT_ICR,KRIPTO PARA,,SRMUSDT - ICRYPEX,,,USDT
CRP'STORJTRY_ICR,KRIPTO PARA,,STORJTRY - ICRYPEX,,,TRY
CRP'STORJUSDT_ICR,KRIPTO PARA,,STORJUSDT - ICRYPEX,,,USDT
CRP'SUNTRY_ICR,KRIPTO PARA,,SUNTRY - ICRYPEX,,,TRY
CRP'SUNUSDT_ICR,KRIPTO PARA,,SUNUSDT - ICRYPEX,,,USDT
CRP'SUSHIUSDT_ICR,KRIPTO PARA,,SUSHIUSDT - ICRYPEX,,,USDT
CRP'SXPTRY_ICR,KRIPTO PARA,,SXPTRY - ICRYPEX,,,TRY
CRP'SXPUSDT_ICR,KRIPTO PARA,,SXPUSDT - ICRYPEX,,,USDT
CRP'SYNUSDT_ICR,KRIPTO PARA,,SYNUSDT - ICRYPEX,,,USDT
CRP'TLMTRY_ICR,KRIPTO PARA,,TLMTRY - ICRYPEX,,,TRY
CRP'TLMUSDT_ICR,KRIPTO PARA,,TLMUSDT - ICRYPEX,,,USDT
CRP'TOMOUSDT_ICR,KRIPTO PARA,,TOMOUSDT - ICRYPEX,,,USDT
CRP'TONICPX_ICR,KRIPTO PARA,,TONICPX - ICRYPEX,,,ICPX
CRP'TRATRY_ICR,KRIPTO PARA,,TRATRY - ICRYPEX,,,TRY
CRP'TRAUSDT_ICR,KRIPTO PARA,,TRAUSDT - ICRYPEX,,,USDT
CRP'TRIVIATRY_ICR,KRIPTO PARA,,TRIVIATRY - ICRYPEX,,,TRY
CRP'TRIVIAUSDT_ICR,KRIPTO PARA,,TRIVIAUSDT - ICRYPEX,,,USDT
CRP'TRXTRY_ICR,KRIPTO PARA,,TRXTRY - ICRYPEX,,,TRY
CRP'TRXUSDT_FBNC,KRIPTO PARA,,TRXUSDT_COIN_PERPETUAL,,,USDT
CRP'TRXUSDT_ICR,KRIPTO PARA,,TRXUSDT - ICRYPEX,,,USDT
CRP'TRYBTRY_ICR,KRIPTO PARA,,TRYBTRY - ICRYPEX,,,TRY
CRP'TUSDT_ICR,KRIPTO PARA,,TUSDT - ICRYPEX,,,USDT
CRP'TWTICPX_ICR,KRIPTO PARA,,TWTICPX - ICRYPEX,,,ICPX
CRP'TWTUSDT_ICR,KRIPTO PARA,,TWTUSDT - ICRYPEX,,,USDT
CRP'UMATRY_ICR,KRIPTO PARA,,UMATRY - ICRYPEX,,,TRY
CRP'UMAUSDT_ICR,KRIPTO PARA,,UMAUSDT - ICRYPEX,,,USDT
CRP'UNFIUSDT_ICR,KRIPTO PARA,,UNFIUSDT - ICRYPEX,,,USDT
CRP'UNIBOTUSDT_ICR,KRIPTO PARA,,UNIBOTUSDT - ICRYPEX,,,USDT
CRP'UNITRY_ICR,KRIPTO PARA,,UNITRY - ICRYPEX,,,TRY
CRP'UNIUSDT_ICR,KRIPTO PARA,,UNIUSDT - ICRYPEX,,,USDT
CRP'USDCUSDT_ICR,KRIPTO PARA,,USDCUSDT - ICRYPEX,,,USDT
CRP'USDTTRY_ICR,KRIPTO PARA,,USDTTRY - ICRYPEX,,,TRY
CRP'USDTTRYB_ICR,KRIPTO PARA,,USDTTRYB - ICRYPEX,,,TRYB
CRP'VETUSDT_ICR,KRIPTO PARA,,VETUSDT - ICRYPEX,,,USDT
CRP'WAVESTRY_ICR,KRIPTO PARA,,WAVESTRY - ICRYPEX,,,TRY
CRP'WAVESUSDT_ICR,KRIPTO PARA,,WAVESUSDT - ICRYPEX,,,USDT
CRP'WLDTRY_ICR,KRIPTO PARA,,WLDTRY - ICRYPEX,,,TRY
CRP'WLDUSDT_ICR,KRIPTO PARA,,WLDUSDT - ICRYPEX,,,USDT
CRP'XAGXUSDT_ICR,KRIPTO PARA,,XAGXUSDT - ICRYPEX,,,USDT
CRP'XAUTUSDT_ICR,KRIPTO PARA,,XAUTUSDT - ICRYPEX,,,USDT
CRP'XLMTRY_ICR,KRIPTO PARA,,XLMTRY - ICRYPEX,,,TRY
CRP'XLMUSDT_FBNC,KRIPTO PARA,,XLMUSDT_COIN_PERPETUAL,,,USDT
CRP'XLMUSDT_ICR,KRIPTO PARA,,XLMUSDT - ICRYPEX,,,USDT
CRP'XMRUSDT_FBNC,KRIPTO PARA,,XMRUSDT_COIN_PERPETUAL,,,USDT
CRP'XRPEUR_BNC,KRIPTO PARA,,XRPEUR - BINANCE,,,EUR
CRP'XRPTRY_ICR,KRIPTO PARA,,XRPTRY - ICRYPEX,,,TRY
CRP'XRPUSDT_BNC,KRIPTO PARA,,XRPUSDT - BINANCE,,,USDT
CRP'XRPUSDT_FBNC,KRIPTO PARA,,XRPUSDT_COIN_PERPETUAL,,,USDT
CRP'XRPUSDT_ICR,KRIPTO PARA,,XRPUSDT - ICRYPEX,,,USDT
CRP'XTZTRY_ICR,KRIPTO PARA,,XTZTRY - ICRYPEX,,,TRY
CRP'XTZUSDT_FBNC,KRIPTO PARA,,XTZUSDT_COIN_PERPETUAL,,,USDT
CRP'XTZUSDT_ICR,KRIPTO PARA,,XTZUSDT - ICRYPEX,,,USDT
CRP'YFIICPX_ICR,KRIPTO PARA,,YFIICPX - ICRYPEX,,,ICPX
CRP'YFIUSDT_ICR,KRIPTO PARA,,YFIUSDT - ICRYPEX,,,USDT
CRP'ZECUSDT_FBNC,KRIPTO PARA,,ZECUSDT_COIN_PERPETUAL,,,USDT
CRP'ZRXUSDT_ICR,KRIPTO PARA,,ZRXUSDT - ICRYPEX,,,USDT
DFN'BANDWIDTH1,CESITLI PIYASALAR,,,,,
DFN'BANDWIDTH2,CESITLI PIYASALAR,,,,,
DFN'BIST100FK,CESITLI PIYASALAR,,,,,
DFN'BIST30FK,CESITLI PIYASALAR,,,,,
DFN'BTCEUR,CESITLI PIYASALAR,,Crypto -  Bitcoin / EUR,,,
DFN'BTCTRY,CESITLI PIYASALAR,,Crypto -  Bitcoin / TL,,,
DFN'BTCUSD,CESITLI PIYASALAR,,Crypto -  Bitcoin / USD,,,
DFN'DJ30-A,CESITLI PIYASALAR,,DJI 30 Future - CFD,,,
DFN'DJISTI,CESITLI PIYASALAR,,Dow Jones Istanbul 20 Gosterge,,,
DFN'ETHUSD,CESITLI PIYASALAR,,Crypto -  Ethereum / USD,,,
DFN'FTSETR,CESITLI PIYASALAR,,FTSETR,,,
DFN'GER30,CESITLI PIYASALAR,,DAX 30 Index - CFD,,,
DFN'GER30-A,CESITLI PIYASALAR,,DAX Future - CFD,,,
DFN'GLDTRI,CESITLI PIYASALAR,,QNB Portföy Altın Katılım Borsa Yatırım Fonu - Gösterge,,,
DFN'GMSTRI,CESITLI PIYASALAR,,Gümüş Borsa Yatırım Fonu - Gösterge,,,
DFN'INX-BNK,CESITLI PIYASALAR,,,,,
DFN'INX-SPOR,CESITLI PIYASALAR,,,,,
DFN'LTCEUR,CESITLI PIYASALAR,,Crypto -  Litecoin / EUR,,,
DFN'LTCUSD,CESITLI PIYASALAR,,Crypto -  Litecoin / USD,,,
DFN'NAS100-A,CESITLI PIYASALAR,,NASDAQ 100 - Future - CFD,,,
DFN'OPX30I,CESITLI PIYASALAR,,Osmanlı Portföy BIST 30 Endeksi Hisse Senedi Yoğun Fonu - Gösterge,,,
DFN'REPO-G,CESITLI PIYASALAR,,Repo - Gecikmeli,,,
DFN'SEPET-EURUSD,CESITLI PIYASALAR,,,,,
DFN'SP500-A,CESITLI PIYASALAR,,S&P 500 - Future - CFD,,,
DFN'SPI500,CESITLI PIYASALAR,,S&P Index - CFD,,,
DFN'SPX500,CESITLI PIYASALAR,,S&P 500 Index - CFD,,,
DFN'TAHVIL-G,CESITLI PIYASALAR,,Aktif Tahvil - Gecikmeli,,,
DFN'TAHVILUV-G,CESITLI PIYASALAR,,Aktif Tahvil Uzun Vade Gck,,,
DFN'TKSYABANCI,CESITLI PIYASALAR,,TAKASBANK YABANCI ORANLARI,,,
DFN'TKSYBN,CESITLI PIYASALAR,,TAKASBANK YABANCI ORANLARI,,,
DFN'TKSYERLI,CESITLI PIYASALAR,,TAKASBANK YERLİ ORANLARI,,,
DFN'TKSYRL,CESITLI PIYASALAR,,TAKASBANK YERLİ ORANLARI,,,
DFN'US30,CESITLI PIYASALAR,,DJI 30 Index - CFD,,,
DFN'USDTRI,CESITLI PIYASALAR,,Dolar Borsa Yatırım Fonu - Gösterge,,,
DFN'VIP-ENDEKS,CESITLI PIYASALAR,,VIP-ENDEKS,,,
DFN'VIX,CESITLI PIYASALAR,,VIX - CFD,,,
DFN'XRPEUR,CESITLI PIYASALAR,,Crypto -  Ripple / EUR,,,
DFN'XRPUSD,CESITLI PIYASALAR,,Crypto -  Ripple / USD,,,
DFN'XU100-G,CESITLI PIYASALAR,,BIST100 Gecikmeli,,,
DFN'Z30EAI,CESITLI PIYASALAR,,Ziraat Portföy - BIST30 Eşit Ağ.End.His.Sen,,,
DFN'Z30KEI,CESITLI PIYASALAR,,Ziraat Portföy - KATILIM30 Eşit Ağ.End.His.Sen,,,
DFN'Z30KPI,CESITLI PIYASALAR,,Ziraat Portföy - KATILIM30 End.His.Sen.Yoğun,,,
DFN'ZGOLDI,CESITLI PIYASALAR,,Ziraat Portföy - Altın Katılım BYF,,,
DFN'ZPBDLI,CESITLI PIYASALAR,,Ziraat Portföy - BIST Banka Dışı Likit10 End.His.Sen,,,
DFN'ZPLIBI,CESITLI PIYASALAR,,Ziraat Portföy - Likit Banka Endeksi.His.Sen,,,
DFN'ZPX30I,CESITLI PIYASALAR,,Ziraat Portföy - BIST30 End.His.Sen. Yoğun Fon,,,
DFN'ZRE20I,CESITLI PIYASALAR,,Ziraat Portföy - Risk Eşit Banka Dışı 20,,,
DOVIZ'AUD_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK AVUSTRALYA DOLARI,,,
DOVIZ'B22_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK 22 AYAR ESKI BILEZ,,,
DOVIZ'CAD_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK KANADA DOLARI,,,
DOVIZ'CHF_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK ISVICRE FRANGI,,,
DOVIZ'DAKYN,DOVIZ BUROLARI,,USD-AltinKaynak(312)306 06 06,,,
DOVIZ'DKK_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK DANIMARKA KRONU,,,
DOVIZ'EAKYN,DOVIZ BUROLARI,,EUR-AltinKaynak (312)306 06 06,,,
DOVIZ'GBP_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK INGILIZ STERLINI,,,
DOVIZ'HAS_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK HAS ALTIN TOPTAN,,,
DOVIZ'JPY_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK JAPON YENI,,,
DOVIZ'NOK_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK NORVEC KRONU,,,
DOVIZ'SAR_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK SUUDI ARAB. RIY.,,,
DOVIZ'SEK_AKYN,DOVIZ BUROLARI,,ALTINKAYNAK ISVEC KRONU,,,
EUREX'DAX-A,EUREX,,EUREX DAX FUTURE - ACTIVE,,,
EUREX'DAXH9,EUREX,,DAX Future MAR 19,,,
EUREX'DAXU8,EUREX,,DAX Future Sep 2018,,,
EUREX'DAXZ8,EUREX,,DAX Future Dec 2018,,,
EUREX'ESXH9,EUREX,,EUREX DJ EURO STOXX 50 I.F (FESX) MAR 19,,,
EUREX'ESXU8,EUREX,,EUREX DJ EURO STOXX 50 I.F (FESX) Sep 2018,,,
EUREX'ESXZ8,EUREX,,EUREX DJ EURO STOXX 50 I.F (FESX) DEC 18,,,
EUREX'STXH9,EUREX,,EUREX DJ STOXX 50 Inx.Fut.(FSTX) MAR 19,,,
EUREX'STXU8,EUREX,,EUREX DJ STOXX 50 Inx.Fut.(FSTX) Sep 2018,,,
EUREX'STXZ8,EUREX,,EUREX DJ STOXX 50 Inx.Fut.(FSTX) DEC 18,,,
FON'AAG,TEFAS,,AKFEN GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,,,
FON'AAJ,BEFAS,TRYCUHE00289,AGESA HAYAT VE EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,,,
FON'AAK,TEFAS,TRMAF1WWWWW4,ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,,,
FON'AAL,TEFAS,TRMAALWWWWW5,ATA PORTFÖY PARA PİYASASI (TL) FONU,,,
FON'AAS,TEFAS,TRYATAM00028,ATA PORTFÖY FON SEPETİ SERBEST FONU,,,
FON'AAV,TEFAS,TRYATAM00069,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),,,
FON'AB1,TEFAS,TRYAKGP00019,AKFEN GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ GAYRİMENKUL YATIRIM FONU,,,
FON'AB2,TEFAS,TRYALBT00416,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş. İKİNCİ GAYRİMENKUL YATIRIM FONU,,,
FON'ABE,BEFAS,TRYADHE00198,ANADOLU HAYAT EMEKLİLİK A.Ş.S&P 500 YABANCI BYF FON SEPETİ EMEKLİLİK YATIRIM FONU,,,
FON'ABG,TEFAS,TRYATLP00168,ATLAS PORTFÖY DÖRDÜNCÜ SERBEST (TL) FON,,,
FON'ABH,TEFAS,TRYA1PY00032,PARDUS PORTFÖY YÖNETİMİ A.Ş. PARDUS TEKNOLOJİ GİRİŞİM SERMAYESİ YATIRIM FONU,,,
FON'ABJ,TEFAS,TRYALBT00077,ALLBATROSS PORTFÖY BENZ HİSSE SENEDİ SERBEST (TL) ÖZEL FON (HİSSE SENEDİ YOĞUN FON),,,
FON'ABM,TEFAS,TRYA1PY00024,PARDUS PORTFÖY YÖNETİMİ A.Ş. PARDUS VİZYON GİRİŞİM SERMAYESİ YATIRIM FONU,,,
FON'ABS,TEFAS,TRYAKBK00268,AK PORTFÖY ÖPY MUTLAK GETİRİ HEDEFLİ SERBEST ÖZEL FON,,,
FON'ABU,TEFAS,TRYAKBK00813,AK PORTFÖY BİREBİR BANKACILIK DEĞİŞKEN ÖZEL FON,,,
FON'ABW,TEFAS,TRYAZIM01455,AZİMUT PORTFÖY YÖNETİM A.Ş. BLUE WORLD GİRİŞİM SERMAYESİ FONU,,,
FON'ABZ,TEFAS,TRYAPYS00528,ALBARAKA PORTFÖY YÖNETİMİ A.Ş. DOKUZUNCU KARMA GAYRİMENKUL YATIRIM FONU,,,
FON'AC1,TEFAS,TRYA1PY00073,PARDUS PORTFÖY KISA VADELİ KATILIM SERBEST FONU,,,
FON'AC2,TEFAS,TRYA1PY00081,PARDUS PORTFÖY İKİNCİ SERBEST FON,,,
FON'AC3,TEFAS,TRYA1PY00057,PARDUS PORTFÖY ÜÇÜNCÜ SERBEST (DÖVİZ) FON,,,
FON'AC4,TEFAS,TRYA1PY00040,PARDUS PORTFÖY PARA PİYASASI (TL) FON,,,
FON'AC5,TEFAS,TRYA1PY00065,PARDUS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),,,
FON'AC6,TEFAS,TRYA1PY00107,PARDUS PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,,,
FON'AC7,TEFAS,TRYA1PY00115,PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),,,
FON'AC8,TEFAS,TRYA1PY00099,PARDUS PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),,,
FON'ACC,TEFAS,TRYACTU00027,İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),,,
FON'ACD,TEFAS,TRMACDWWWWW8,İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON,,,
FON'ACF,TEFAS,TRYACTU00068,İSTANBUL PORTFÖY YÖNETİMİ A.Ş. LOGO VENTURES GİRİŞİM SERMAYESİ YATIRIM FONU,,,
FON'ACG,TEFAS,TRYACTU00050,İSTANBUL PORTFÖY YÖNETİMİ A.Ş. ACTUS GAZİANTEP PPP ENTEGRE SAĞLIK KAMPÜSÜ GİRİŞİM SERMAYESİ YATIRIM FONU,,,
FON'ACJ,TEFAS,TRYAKPO00377,AK PORTFÖY %100 ANAPARA KORUMA AMAÇLI YİRMİBİRİNCİ FON,,,
FON'ACK,TEFAS,TRYACMD00010,İSTANBUL PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),,,
FON'ACN,TEFAS,TRYACTU00076,İSTANBUL PORTFÖY LİDYA SERBEST (DÖVİZ) FON,,,
FON'ACU,TEFAS,TRYACTU00084,İSTANBUL PORTFÖY URARTU SERBEST (DÖVİZ) FON,,,
FON'ACV,BEFAS,TRYYKEM00284,ALLIANZ YAŞAM VE EMEKLİLİK A.Ş. BAŞLANGIÇ KATILIM EMEKLİLİK YATIRIM FONU,,,
FON'ACZ,TEFAS,TRYACTU00043,İSTANBUL PORTÖY HİTİT SERBEST FON,,,
FON'ADE,TEFAS,TRMADEWWWWW4,AK PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,,,
FON'ADJ,TEFAS,TRYAKPO00369,AK PORTFÖY  %100 ANAPARA KORUMA AMAÇLI YİRMİİKİNCİ FON,,,
FON'ADP,TEFAS,TRMADFWWWWW1,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),,,
FON'AE1,BEFAS,TRYAKEM00011,AGESA HAYAT VE EMEKLİLİK A.Ş. BİRİNCİ PARA PİYASASI EMEKLİLİK YATIRIM FONU,,,
FON'AE2,BEFAS,TRYAKEM00029,AGESA HAYAT VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,,,
FON'AE3,BEFAS,TRYAKEM00037,AGESA HAYAT VE EMEKLİLİK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,,,
FON'AE4,BEFAS,TRYAKEM00045,AGESA HAYAT VE EMEKLİLİK A.Ş. BİRİNCİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,,,
FON'AEA,BEFAS,TRYADHE00230,ANADOLU HAYAT EMEKLİLİK A.Ş. ALTIN KATILIM EMEKLİLİK YATIRIM FONU,,,
FON'AEB,BEFAS,TRYAKEM00086,AGESA HAYAT VE EMEKLİLİK A.Ş. HİSSE SENEDİ GRUP EMEKLİLİK YATIRIM FONU,,,
